avg_perplexity,burstiness,pos_entropy,sentence_len_var,type_token_ratio,function_word_freq,word_count,avg_sentence_length,long_word_ratio,punctuation_ratio,label
174.05491161346436,167.68639087677002,3.3225486456184985,930.25,0.7692307692307693,0.24615384615384617,65.0,32.5,0.16923076923076924,0.018218623481781375,ai
68.55725971857707,103.27406859169587,3.524614095265127,105.22222222222223,0.5402298850574713,0.1839080459770115,87.0,14.5,0.08045977011494253,0.00796812749003984,ai
28.248584111531574,11.716250654725156,3.157745113637953,61.22222222222222,0.7068965517241379,0.20689655172413793,116.0,19.333333333333332,0.3275862068965517,0.008663366336633664,human
155.74939632415771,137.05633148344486,3.1818150213894247,108.40972222222219,0.618421052631579,0.25,76.0,6.333333333333333,0.34210526315789475,0.010948905109489052,ai
38.54118537902832,18.87854709529181,3.07719085069137,105.25,0.5461538461538461,0.2923076923076923,130.0,32.5,0.15384615384615385,0.011004126547455296,human
52.94055421011789,43.6177177874894,3.4235197031820466,83.234375,0.59375,0.19791666666666666,96.0,12.0,0.2916666666666667,0.00975609756097561,ai
26.664793968200684,8.608717381405908,3.0115954847025086,60.6875,0.6382978723404256,0.3191489361702128,94.0,23.5,0.3191489361702128,0.013468013468013467,human
37.93410539627075,34.92858520964251,3.382206445786321,31.734375,0.6503067484662577,0.2085889570552147,163.0,20.375,0.4539877300613497,0.010815307820299502,human
54.12796719868978,26.61369823181087,2.8595738352571396,36.22222222222222,0.7142857142857143,0.3333333333333333,42.0,14.0,0.40476190476190477,0.023972602739726026,human
46.22834314618792,48.20640489698403,3.509378021065764,59.714285714285715,0.5420560747663551,0.29906542056074764,107.0,15.285714285714286,0.2803738317757009,0.007429420505200594,ai
41.911516189575195,20.680152262629914,3.1539850766659017,48.22222222222222,0.78125,0.203125,64.0,21.333333333333332,0.359375,0.007125890736342043,human
26.493144989013672,11.369206419516313,3.224709043525978,110.47222222222221,0.625,0.23333333333333334,120.0,20.0,0.375,0.022540983606557378,human
61.690458827548554,65.50651288532785,3.450087356033341,50.76543209876543,0.6666666666666666,0.21568627450980393,102.0,11.333333333333334,0.14705882352941177,0.017699115044247787,ai
30.4081449508667,1.9335336685180664,3.1925560199374035,210.25,0.703125,0.203125,64.0,32.0,0.375,0.014184397163120567,human
57.897586302323774,35.702210962722866,3.4255282767560873,50.33057851239669,0.5431034482758621,0.3275862068965517,116.0,10.545454545454545,0.13793103448275862,0.0065040650406504065,ai
190.1255200703939,298.31733970472305,3.605726897340301,122.47222222222224,0.5740740740740741,0.23148148148148148,108.0,18.0,0.1574074074074074,0.010101010101010102,ai
59.09661102294922,0.0,2.3523479118118216,0.0,0.8888888888888888,0.2222222222222222,18.0,18.0,0.3888888888888889,0.0,human
23.65848159790039,0.06311607360839844,3.059301850383191,49.0,0.7142857142857143,0.2857142857142857,63.0,31.5,0.3968253968253968,0.007075471698113208,human
31.17297853742327,17.67245262479456,3.459895460343407,68.77551020408164,0.625,0.30357142857142855,112.0,16.0,0.19642857142857142,0.004838709677419355,ai
42.89076118469238,15.272014333705698,2.9401098387146676,10.16,0.7045454545454546,0.19318181818181818,88.0,17.6,0.375,0.006420545746388443,human
46.49489426612854,30.730783641669664,3.055233065696626,13.484375,0.6551724137931034,0.16379310344827586,116.0,14.5,0.31896551724137934,0.008860759493670886,human
